velikost_zamestnancu	pravni_forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
neuv.	s.r.o.	19370385	Arbo Stav s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba konstrukčních kovových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba elektronických součástek a desek; Výroba neelektrických spotřebičů převážně pro domácnost; Výroba strojů a zařízení j. n.; Výroba nábytku; Shromažďování, úprava a distribuce vody; Příprava staveniště; Truhlářské práce; Sklenářské, malířské a natěračské práce; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Skladování a podpůrné činnosti pro dopravu; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Činnosti reklamních agentur; Specializované návrhářské činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2023	Frýdlant	46401	Štěpán Koníř; Miloslav Štěpánek	00;16100;251;256;261;27520;28;310;36000;43120;43320;43341;46900;471;47790;52;6820;7112;73110;74100;772	Liberec	2023-05-23
neuv.	s.r.o.	17620775	Bike Drive s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba elektronických součástek a desek; Výroba elektrických zařízení; Výroba neelektrických spotřebičů převážně pro domácnost; Výroba strojů a zařízení j. n.; Výroba motorových vozidel; Výroba dopravních prostředků a zařízení j. n.; Ostatní zpracovatelský průmysl; Sběr odpadů, kromě nebezpečných; Příprava staveniště; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Skladování a podpůrné činnosti pro dopravu; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Činnosti reklamních agentur; Specializované návrhářské činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Administrativní a kancelářské činnosti; Umělecká tvorba a činnosti v oblasti scénických umění; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu	aktivní	ne	2022	Frýdlant	46401	Evžen Cirkl; Miroslava Cirklová	00;261;27;27520;28;29100;309;32;38110;43120;45200;46900;471;47790;52;7112;71209;7219;73110;74100;772;812;82110;90020;95220	Liberec	2022-10-10
neuv.	s.r.o.	14869896	Forstbetrieb-und Handel GbR, Československo, spol. s r.o.	Maloobchod s ostatním novým zbožím	aktivní	ne	1991			Svobodný Pán Joachim Von Biedenfeld; Kateřina Kučinová	4778		1991-03-20
neuv.	s.r.o.	14328658	IRONICO s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba konstrukčních kovových výrobků	aktivní	ne	2022	Frýdlant	46401	Jan Rasl	46900;471;6820;00;251	Liberec	2022-03-08
neuv.	s.r.o.	09667547	Na Rozcestí, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Destilace, rektifikace a míchaní lihovin; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poskytování ubytování; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Umělecká tvorba a činnosti v oblasti scénických umění	aktivní	ne	2020	Frýdlant	46401	Jana Smolková	00;11010;46900;471;55;56100;90020	Liberec	2020-11-11
neuv.	s.r.o.	09118730	Wartan Business, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a správa vlastních nebo pronajatých nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody	aktivní	ne	2020	Frýdlant	46401	Marco Korsowski	00;6820;68320	Liberec	2020-04-28
neuv.	s.r.o.	08897425	Cool Folks s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Fotografické činnosti	aktivní	ne	2020	Frýdlant	46331	Denis Fontana	00;46900;471;74200	Liberec	2020-01-29
neuv.	s.r.o.	08833869	HOMELAND WISH s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Kompletační a dokončovací stavební práce; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2020	Frýdlant	46401	Jaroslav Šámal	00;433;6820	Liberec	2020-01-13
neuv.	s.r.o.	08590290	HPPV-Servis, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ne	2019	Frýdlant	46401	Marek Kopecký	00	Liberec	2019-10-08
neuv.	s.r.o.	08149810	EuroSafety s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Reklamní činnosti; Úklidové činnosti; Ostatní vzdělávání j. n.	aktivní	ano	2019	Frýdlant	46401	Petr Merunka	00;46900;471;47790;6820;7112;712;731;812;8559	Liberec	2019-05-07
neuv.	s.r.o.	07926456	DS58 s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní vydavatelské činnosti, kromě vydávání softwaru; Reklamní činnosti; Fotografické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Umělecká tvorba a činnosti v oblasti scénických umění; Činnosti v oblasti sportu j. n.; Poskytování osobních služeb	aktivní	ne	2019	Frýdlant	46401	Michal Dunajčík; Monika Skákalíková	00;46900;471;58190;731;74200;772;90020;93190;96040	Liberec	2019-02-25
neuv.	s.r.o.	07554834	FREELANCE LB s.r.o.	Výroba textilií; Výroba ostatních nekovových minerálních výrobků; Ostatní zpracovatelský průmysl; Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Ubytování v hotelích a podobných ubytovacích zařízeních; Ostatní vydavatelské činnosti, kromě vydávání softwaru; Činnosti webových vyhledávacích portálů; Zprostředkování v oblasti nemovitostí; Reklamní činnosti; Specializované návrhářské činnosti; Fotografické činnosti; Překladatelské a tlumočnické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Ostatní vzdělávání j. n.; Činnosti v oblasti sportu j. n.; Činnosti v oblasti zábavy a rekreace j. n.; Poskytování osobních služeb; Poskytování osobních služeb	aktivní	ano	2018	Frýdlant	46401	Jiří Ouředník	13;23;32;431;461;46900;471;47790;55109;58190;63910;68310;731;74100;74200;74300;77290;812;8559;93190;93290;96040;96090	Liberec	2018-10-16
neuv.	s.r.o.	06362788	WOLF ELECTRONIC s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2017	Frýdlant	46401	Grzegorz Bartlomiej Kunecki	00;46900;471;68201;68202	Liberec	2017-08-21
neuv.	s.r.o.	06144471	K&Z gastronomy s.r.o.	Destilace, rektifikace a míchaní lihovin; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2017	Frýdlant	46401	Jiří Kašík; Denis Kašík; Dana Kašíková	11010;46900;471;55109;56100;77290	Liberec	2017-05-30
neuv.	s.r.o.	05802890	Pivovarský institut s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba konstrukčních kovových výrobků; Výroba měřicích, zkušebních a časoměrných přístrojů; Výroba strojů a zařízení j. n.; Ostatní zpracovatelský průmysl; Shromažďování, úprava a distribuce vody; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti; Umělecká tvorba a činnosti v oblasti scénických umění; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu	aktivní	ano	2017	Frýdlant	46401	Marek Vávra	00;251;265;28;32;36000;43120;46900;471;620;71209;7219;772;82110;90020;95220	Liberec	2017-02-12
neuv.	s.r.o.	05739101	CT-STEERING spol. s r. o.	Výroba elektronických součástek a desek; Výroba elektrických zařízení; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy	aktivní	ne	2017	Frýdlant	46401	Petra Dobřichovská	261;27;45200;461;46900;471;47790;7112;71209	Liberec	2017-01-24
neuv.	s.r.o.	04896840	Vision Nutrition Czech, s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Výroba ostatních potravinářských výrobků j. n.; Zprostředkování v oblasti velkoobchodu za provizi	aktivní	ano	2016	Frýdlant	46401	Jan Filo	46900;471;10890;461	Liberec	2016-03-13
neuv.	s.r.o.	03127893	MEDICA FRÝDLANT s.r.o.	Všeobecná ambulantní zdravotní péče	aktivní	ne	2014	Liberec	46010	Oĺga Bandová	86210	Liberec	2014-06-20
neuv.	s.r.o.	03081087	ARCTIA  s.r.o.	Výroba pryžových a plastových výrobků; Výroba kovových konstrukcí a jejich dílů; Výroba nožířských výrobků; Sběr odpadů, kromě nebezpečných; Sběr nebezpečných odpadů; Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Zprostředkování v oblasti nemovitostí; Účetnické a auditorské činnosti; daňové poradenství; Inženýrské činnosti a související technické poradenství; Úklidové činnosti; Činnosti v oblasti sportu j. n.	aktivní	ano	2014	Frýdlant	46401	Jiří Havel	22;25110;25610;38110;38120;431;461;46900;471;68310;69200;7112;812;93190	Liberec	2014-06-06
neuv.	s.r.o.	02815231	Pelety - Budzel & Koťátko s.r.o.	Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva	aktivní	ne	2014	Frýdlant	46401	Dagmar Fišerová; Jan Koťátko	16100	Liberec	2014-03-25
neuv.	s.r.o.	01898591	Knopffilm s.r.o.	Ostatní vzdělávání j. n.; Umělecká tvorba a činnosti v oblasti scénických umění; Činnosti v oblasti sportu j. n.; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní vydavatelské činnosti, kromě vydávání softwaru; Reklamní činnosti; Překladatelské a tlumočnické činnosti; Činnosti cestovních agentur; Rozmnožování nahraných nosičů	aktivní	ne	2013	Frýdlant	46401	Peter Knopf; Yogini Meghnath	8559;90020;93190;46900;471;58190;731;74300;79110;1820	Liberec	2013-08-17
neuv.	s.r.o.	01738682	YDYKSEB, s.r.o.	Výroba elektronických součástek a desek; Sběr odpadů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování; Podpůrné činnosti pro dopravu; Činnosti webových vyhledávacích portálů a ostatní informační činnosti; Zprostředkování v oblasti nemovitostí; Reklamní činnosti	aktivní	ne	2013	Frýdlant	46401	Aleš Novák	261;381;461;46900;471;52100;52290;63990;68310;731	Liberec	2013-05-30
neuv.	s.r.o.	02478030	SQUIRREL GROUP s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba potravinářských výrobků; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s použitým zbožím; Skladování a podpůrné činnosti pro dopravu; Poskytování ubytování; Počítačové programování, poradenství a související činnosti; Činnosti webových vyhledávacích portálů; Pronájem a správa vlastních nebo pronajatých nemovitostí; Reklamní činnosti; Specializované návrhářské činnosti; Fotografické činnosti; Překladatelské a tlumočnické činnosti; Činnosti cestovních agentur; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Umělecká tvorba a činnosti v oblasti scénických umění; Činnosti v oblasti sportu j. n.	aktivní	ne	2013	Hejnice	46362	Miloslav Stehlík	00;10;46900;471;47790;52;55;620;63910;6820;731;74100;74200;74300;79110;82110;855;90020;93190	Liberec	2013-12-20
1-5	s.r.o.	03857115	Meladmin s.r.o.	Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Administrativní a kancelářské činnosti; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Silniční nákladní doprava; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Účetnické a auditorské činnosti; daňové poradenství; Ostatní zpracovatelský průmysl	aktivní	ne	2015	Hejnice	46362	Tereza Melichová; Jaroslava Melichová	731;74909;77290;812;821;461;46900;471;49410;68320;69200;32	Liberec	2015-03-04
neuv.	s.r.o.	05143781	Moderní dřevostavby s.r.o.	Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Sběr odpadů, kromě nebezpečných; Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Truhlářské práce; Zednické práce; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Architektonické činnosti	aktivní	ano	2016	Hejnice	46362	René Svoboda	16100;38110;4120;431;43320;43910;46900;471;71110	Liberec	2016-06-06
10-19	s.r.o.	05241774	Šulc recycling s.r.o.	Skládkování nebo trvalé uložení odpadů; Silniční nákladní doprava	aktivní	ano	2016	Hejnice	46362	Karel Šulc	3832;49410	Liberec	2016-07-15
1-5	s.r.o.	05811511	Autodoprava Nový s.r.o.	Výroba kovových konstrukcí a jejich dílů; Sběr odpadů, kromě nebezpečných; Demolice; Příprava staveniště; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Silniční nákladní doprava; Skladování; Inženýrské činnosti a související technické poradenství; Reklamní činnosti; Úklidové činnosti	aktivní	ano	2017	Hejnice	46362	Michal Nový	25110;38110;43110;43120;45200;461;46900;471;49410;52100;7112;731;812	Liberec	2017-02-14
1-5	s.r.o.	06511686	UNAdent s.r.o.	Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Zprostředkování v oblasti nemovitostí; Reklamní činnosti; Překladatelské a tlumočnické činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ostatní vzdělávání j. n.; Zubní péče	aktivní	ne	2017	Hejnice	46362	Vasyl Nagovskyi	431;461;46900;471;55109;68310;731;74300;7490;77290;8559;86230	Liberec	2017-10-11
1-5	s.r.o.	06731210	SurfaceGame s.r.o.	Živočišná výroba; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Podpůrné činnosti pro rostlinnou výrobu; Pěstování lesa a jiné činnosti v oblasti lesnictví; Podpůrné činnosti pro lesnictví; Těžba a dobývání ostatních nerostných surovin; Výroba potravinářských výrobků; Výroba krmiv; Destilace, rektifikace a míchaní lihovin; Výroba oděvů; Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku; Pronájem a správa vlastních nebo pronajatých nemovitostí; Opravy a údržba obuvi a kožených výrobků	aktivní	ne	2018	Hejnice	46362	Tomáš Kaplan	01493;016;01610;02100;02400;08;10;109;11010;14;16;6820;95230	Liberec	2018-01-05
neuv.	s.r.o.	07246871	Loré s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poskytování ubytování	aktivní	ne	2018	Hejnice	46362	Remon Enkelaar	469;471;55	Liberec	2018-06-27
neuv.	s.r.o.	07640650	ECO REVITAL s.r.o.	Výroba pekařských, cukrářských a jiných moučných výrobků; Živočišná výroba; Výroba ostatní obuvi; Destilace, rektifikace a míchaní lihovin; Výroba pletených a háčkovaných oděvů; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu; Výroba krmiv pro zvířata v zájmovém chovu; Poskytování osobních služeb; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a správa vlastních nebo pronajatých nemovitostí; Výroba dřevěných, korkových, proutěných a slaměných výrobků; Těžba rašeliny	aktivní	ano	2018	Hejnice	46362	Petr Krytinář; Zdeněk Kaplan	107;01493;15209;11010;1419;95220;10920;96090;00;6820;16290;0892	Liberec	2018-11-18
25-49	s.r.o.	07661533	MĚDĚNKA s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s nápoji	aktivní	ano	2018	Hejnice	46362	Luďka Nygrinová; Dita Henclová	46900;471;47250	Liberec	2018-11-21
6-9	s.r.o.	07737815	PILA HERAP s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Zprostředkování v oblasti nemovitostí; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2018	Hejnice	46362	Vlastimil Zoreník; Pavel Šomjak	00;016;16100;46900;471;68310;772	Liberec	2018-12-18
10-19	s.r.o.	08962634	Lakovna Zavřel s.r.o.	Výroba nožířských výrobků; Silniční nákladní doprava	aktivní	ano	2020	Hejnice	46362	Roman Zavřel	25610;49410	Liberec	2020-02-18
1-5	s.r.o.	18011667	Estetik Laboratory s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Velkoobchod; Maloobchod; Výroba lékařských a dentálních nástrojů a potřeb	aktivní	ne	2023	Praha	15000	Josef Ort	00;46;47;3250		2023-02-03
1-5	s.r.o.	18018734	Estetik Hygiene s.r.o.	Maloobchod; Ostatní činnosti související se zdravotní péčí; Velkoobchod; Zprostředkování v oblasti nespecializovaného velkoobchodu za provizi	aktivní	ne	2023	Praha	16900	Josef Ort	47;8690;46;46190		2023-02-07
1-5	s.r.o.	19086709	Střechy Komplet s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Kompletační a dokončovací stavební práce; Truhlářské práce; Zednické práce; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2023	Hejnice	46362	Václav Janda; Norbert Lettner	00;433;43320;43910;46900;471	Liberec	2023-02-24
neuv.	s.r.o.	23995351	MAVEX Trans s.r.o.	Nespecializovaný maloobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Silniční nákladní doprava; Skladování a podpůrné činnosti pro dopravu; Opravy a údržba motorových vozidel, kromě motocyklů	aktivní	ano	2025	Hejnice	46362	Martin Andrš	471;00;46900;49410;52;45200	Liberec	2025-11-27
neuv.	s.r.o.	25045644	BRF Consulting s.r.o.	Výroba bytového textilu a konfekčních bytových textilií; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Silniční nákladní doprava; Poradenství v oblasti podnikání a řízení podniků; Podpůrné činnosti pro podnikání j. n.	aktivní	ano	1998	Hejnice	46362	Adéla Bernatová; Petra Bernatová; Jiří Bernat	13920;461;47190;49410;702;829	Liberec	1998-11-24
neuv.	s.r.o.	25415930	Interiéry LÍPA s.r.o.	Maloobchod s ostatními výrobky převážně pro domácnost	aktivní	ano	2000	Hejnice	46362	Jiří Bernat; Petra Bernatová	47590	Liberec	2000-03-31
neuv.	s.r.o.	25421271	EUROMARKETING CZ, s.r.o.	Ostatní ubytování; Zprostředkování v oblasti nemovitostí	aktivní	ne	2000	Hejnice	46362	Lucie Podhorová	5590;68310	Liberec	2000-09-29
neuv.	s.r.o.	25424726	OS JAKA Partner s.r.o.-v likvidaci	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Účetnické a auditorské činnosti; daňové poradenství; Reklamní činnosti	aktivní	ne	2000	Hejnice	46362	Radek Zápotocký	461;471;49393;49410;69200;731	Liberec	2000-12-15
neuv.	s.r.o.	27287696	K&L správa, s.r.o.	Výstavba bytových a nebytových budov; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Silniční nákladní doprava; Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Účetnické a auditorské činnosti; daňové poradenství; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti	aktivní	ano	2006	Hejnice	46362	Jaroslav Lacina	4120;461;471;4778;49410;683;69200;702;74	Liberec	2006-02-15
25-49	s.r.o.	27317757	CUBE CZ s.r.o.	Rozmnožování nahraných nosičů; Výroba osazených elektronických desek; Výroba ostatních elektrických zařízení; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Zprostředkování v oblasti maloobchodu; Pronájem a správa vlastních nebo pronajatých nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody	aktivní	ano	2007	Hejnice	46362	Milan Fleiberk	18200;26120;27900;46900;471;4778;47990;6820;68320	Liberec	2007-03-21
1-5	s.r.o.	28745710	H&B stavební práce s.r.o.	Výstavba bytových a nebytových budov; Kompletační a dokončovací stavební práce; Sklenářské, malířské a natěračské práce; Zednické práce; Ostatní specializované stavební činnosti j. n.; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2011	Hejnice	46362	Petr Havel; Zdeněk Beneš	4120;433;4334;43910;4399;46900;471	Liberec	2011-07-20
1-5	s.r.o.	44565135	M + S, spol. s r.o.	Výroba pekařských a cukrářských výrobků, kromě trvanlivých; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Maloobchod s pekařskými a cukrářskými výrobky a cukrovinkami	aktivní	ano	1992	Hejnice	46362	Marek Svačinka; Marcel Svoboda	10710;00;47240	Liberec	1992-03-25
6-9	s.r.o.	48269620	ADAPTO, spol. s r.o.	Výstavba bytových a nebytových budov; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	1993	Hejnice	46362	Josef Ševčík	4120;46900;471	Liberec	1993-05-10
neuv.	s.r.o.	60278153	Stavební firma Vlček s.r.o. v likvidaci	Nespecializovaný maloobchod; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	1994	Hejnice	46362	Nataša Vlčková; Petr Vlček; Hana Valová	471;74	Liberec	1994-02-25
neuv.	s.r.o.	62242873	JAVORY, s r.o.	Podpůrné činnosti pro lesnictví; Nespecializovaný maloobchod	aktivní	ne	1995	Hejnice	46362	Zdeněk Polívka; Jaroslav Husák	02400;471	Liberec	1995-01-20
neuv.	s.r.o.	01583107	Arteport s.r.o.	Rozmnožování nahraných nosičů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování; Ostatní vydavatelské činnosti, kromě vydávání softwaru; Činnosti webových vyhledávacích portálů a ostatní informační činnosti; Inženýrské činnosti a související technické poradenství; Reklamní činnosti; Specializované návrhářské činnosti; Fotografické činnosti; Překladatelské a tlumočnické činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Administrativní a kancelářské činnosti; Umělecká tvorba a činnosti v oblasti scénických umění; Činnosti v oblasti sportu j. n.	aktivní	ne	2013	Raspenava	46401	Petr Bíma	1820;461;46900;471;52100;58190;63990;7112;731;74100;74200;74300;7490;821;90020;93190	Liberec	2013-04-12
neuv.	s.r.o.	02032406	space 1 s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Rozmnožování nahraných nosičů; Ostatní vydavatelské činnosti, kromě vydávání softwaru; Počítačové programování, poradenství a související činnosti; Činnosti webových vyhledávacích portálů; Inženýrské činnosti a související technické poradenství; Reklamní činnosti; Specializované návrhářské činnosti; Úklidové činnosti	aktivní	ano	2019	Raspenava	46401	Zdeněk Kindl	00;18200;58190;620;63910;7112;731;74100;812	Liberec	2019-01-22
neuv.	s.r.o.	02043220	MOTOINVEST czech s.r.o., v likvidaci	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Ostatní poskytování úvěrů j. n.; Ostatní odborné, vědecké a technické činnosti j. n.	aktivní	ne	2013	Raspenava	46401	Tomáš Semera	00;64929;74909	Liberec	2013-08-28
1-5	s.r.o.	04660579	AUTOCENTRUM RASPENAVA, s.r.o.	Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2016	Raspenava	46401	Jiří Folda; Roman Folda; Kristýna Foldová	45200;461;46900;471;77290	Liberec	2016-01-01
neuv.	s.r.o.	04687221	FROMLIN Trade s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Pronájem a správa vlastních nebo pronajatých nemovitostí; Ostatní odborné, vědecké a technické činnosti	aktivní	ne	2016	Raspenava	46401	Agnieszka Monika Katana	00;6820;74	Liberec	2016-01-05
6-9	s.r.o.	05003181	Golden Anie s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Poskytování ubytování; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Destilace, rektifikace a míchaní lihovin	aktivní	ano	2016	Raspenava	46401	Dana Procházková	00;56100;55;46900;471;11010	Liberec	2016-04-19
1-5	s.r.o.	06001661	PEMARADSTAV s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Výstavba bytových a nebytových budov; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2017	Raspenava	46401	Radim Petružela	00;016;4120;6820	Liberec	2017-04-07
1-5	s.r.o.	06070965	Krasohled Liberec s.r.o.	Ostatní zpracovatelský průmysl; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Specializované návrhářské činnosti; Ostatní vzdělávání j. n.; Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ne	2017	Raspenava	46401	Pavla Nováková	32;46900;471;74100;8559;93290	Liberec	2017-05-03
1-5	s.r.o.	06209203	Prádelny a Kuchyně servis s.r.o.	Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu; Výroba elektronických součástek a desek; Výroba elektrických zařízení; Elektrické instalace; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Inženýrské činnosti a související technické poradenství	aktivní	ano	2017	Raspenava	46401	Zdeněk Vítek	95220;261;27;43210;46900;471;7112	Liberec	2017-06-21
