velikost_zamestnancu	pravni_forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
50-99	s.r.o.	07392770	Cattron s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba strojů a zařízení j. n.; Nespecializovaný maloobchod; Administrativní a kancelářské činnosti; Opravy a údržba kovových výrobků, strojů a zařízení	aktivní	ano	2018	Liberec	46312	Ryan Christopher Wooten; Brian Robert D´Angelo	00;28;471;82110;331	Liberec	2018-08-23
50-99	s.r.o.	07308647	Designroom s.r.o.	Destilace, rektifikace a míchaní lihovin; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Zprostředkování v oblasti nemovitostí; Reklamní činnosti	aktivní	ano	2018	Liberec	46007	Michaela Bakrlíková	11010;461;46900;471;55109;56100;68310;731	Liberec	2018-07-24
50-99	s.r.o.	05540241	RECIDUS TRANSPORT s.r.o.	Sběr odpadů, kromě nebezpečných; Silniční nákladní doprava	aktivní	ano	2016	Liberec	46006	Lukáš Dressler	38110;49410	Liberec	2016-11-04
50-99	a.s.	04998511	HARDWARIO a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba elektronických součástek a desek; Výroba elektrických zařízení; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2016	Liberec	46001	Pavel Hübner; Michaela Zavřelová	00;261;27;46900;471;620;7112;71209;952	Liberec	2016-04-16
50-99	s.r.o.	04322932	Star Clubs Liberec s.r.o.	Destilace, rektifikace a míchaní lihovin; Poskytování stravování v restauracích, u stánků a mobilních zařízení	aktivní	ano	2015	Liberec	46001	Jan Fanta; Martin Hřebík	11010;56100	Liberec	2015-08-18
50-99	s.r.o.	04292561	Black Mountain s.r.o.	Výroba pletených a háčkovaných oděvů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2015	Liberec	46001	Lucie Erin Laštůvková	141;461;46900;471	Liberec	2015-08-04
50-99	s.r.o.	04123247	JM NINE s.r.o.	Destilace, rektifikace a míchaní lihovin; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Výroba strojů a zařízení j. n.; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba konstrukčních kovových výrobků; Příprava staveniště; Úklidové činnosti; Poskytování ubytování; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Velkoobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost; Výroba elektronických součástek a desek; Nespecializovaný maloobchod; Výroba pryžových a plastových výrobků; Skladování a podpůrné činnosti pro dopravu; Opravy a údržba motorových vozidel, kromě motocyklů; Výroba neelektrických spotřebičů převážně pro domácnost; Instalace průmyslových strojů a zařízení	aktivní	ano	2015	Liberec	46001	Michal Devátý	11010;56100;28;256;251;43120;812;55;772;46;00;952;261;471;22;52;45200;27520;33200	Liberec	2015-05-28
50-99	s.r.o.	03732746	VeLuxClean s.r.o.	Umělecká tvorba a činnosti v oblasti scénických umění; Poskytování osobních služeb; Poskytování osobních služeb; Opravy a údržba motorových vozidel, kromě motocyklů; Úklidové činnosti; Destilace, rektifikace a míchaní lihovin; Maloobchod; Výroba pekařských, cukrářských a jiných moučných výrobků; Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba skla a skleněných výrobků; Výroba kovových výrobků, kromě strojů a zařízení; Počítačové programování, poradenství a související činnosti; Výroba pryžových a plastových výrobků; Skladování a podpůrné činnosti pro dopravu; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Výroba oděvů; Velkoobchod; Výroba potravinářských výrobků; Pronájem a správa vlastních nebo pronajatých nemovitostí; Výroba papíru a výrobků z papíru; Poskytování ubytování; Příprava staveniště; Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu; Výstavba bytových a nebytových budov	aktivní	ano	2015	Liberec	46001	Viktorie Honč	90020;96010;96090;45200;81290;11010;47;107;16;00;231;25;620;22;52;56100;14;46;10;6820;17;55;43120;95220;4120	Liberec	2015-01-21
50-99	s.r.o.	02749751	DM-KOVO s.r.o.	Výroba základních kovů; Výroba kovových konstrukcí a jejich dílů; Výroba nožířských výrobků; Výroba kovových výrobků, kromě strojů a zařízení; Výroba měřicích, zkušebních a časoměrných přístrojů; Výroba strojů a zařízení j. n.; Výroba motorových vozidel; Výroba železničních lokomotiv a kolejových vozidel; Výroba dopravních prostředků a zařízení j. n.; Ostatní zpracovatelský průmysl; Opravy, údržba a instalace strojů a zařízení; Opravy a údržba kovových výrobků, strojů a zařízení; Demolice a příprava staveniště; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Inženýrské činnosti a související technické poradenství; Reklamní činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2014	Liberec	46311	Dušan Musil; Michaela Žáková	24;25110;25610;257;265;28;29100;30200;309;32;33;331;431;45200;461;46900;471;7112;731;77290	Liberec	2014-03-10
50-99	s.r.o.	00671487	Media CZ s.r.o.	Výroba nožířských výrobků; Instalace průmyslových strojů a zařízení; Zprostředkování v oblasti velkoobchodu za provizi se stroji, průmyslovým zařízením, loděmi a letadly; Velkoobchod s počítačovými a komunikačními zařízeními; Nespecializovaný maloobchod; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Ostatní odborné, vědecké a technické činnosti j. n.; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti	aktivní	ano	1990	Liberec	46001	Jaroslav Novák; Roman Hůla; Jiří Gerlich	25610;33200;46140;46520;471;7112;71209;7490;77290;812	Liberec	1990-11-26
25-49	a.s.	64650251	TERMIZO a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba elektřiny z neobnovitelných zdrojů; Výroba a distribuce páry; Sběr odpadů, kromě nebezpečných; Sběr nebezpečných odpadů; Skládkování nebo trvalé uložení odpadů; Velkoobchod s motorovými vozidly, motocykly, jejich díly a příslušenstvím; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Výzkum a vývoj v oblasti přírodních a technických věd; Administrativní a kancelářské činnosti	aktivní	ano	1996	Liberec	46007	Petr Boukal; Pavel Bernát	00;35110;35301;38110;38120;38320;46770;46900;471;7219;82110	Liberec	1996-02-19
25-49	s.r.o.	64053636	RATTAY kovové hadice s.r.o.	Výroba nožířských výrobků; Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení; Výroba ostatních kovových výrobků j. n.; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím	aktivní	ano	1996	Liberec	46007	Jan Fendrich	25610;25620;25730;25990;461;46900;471;4778	Liberec	1996-01-24
25-49	s.r.o.	64052320	ESY s.r.o.	Výroba elektrických zařízení; Elektrické instalace; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti	aktivní	ano	1995	Liberec	46008	Luděk Polák; Michal Novák; Jiří Kamenský	27;43210;471;620	Liberec	1995-12-20
25-49	s.r.o.	63146606	GIACOMINI CZECH, s.r.o.	Kompletační a dokončovací stavební práce; Zprostředkování v oblasti nespecializovaného velkoobchodu za provizi; Velkoobchod s motorovými vozidly, motocykly, jejich díly a příslušenstvím; Nespecializovaný maloobchod; Ostatní ubytování; Počítačové programování, poradenství a související činnosti; Zprostředkování v oblasti nemovitostí; Technické zkoušky a analýzy; Reklamní činnosti; Fotografické činnosti; Překladatelské a tlumočnické činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Ostatní vzdělávání; Provozování sportovních zařízení	aktivní	ano	1995	Liberec	46001	Arnošt Křenovský; Michal Křenovský	43390;46190;46740;471;5590;620;68310;7120;731;74200;74300;74909;855;93110	Liberec	1995-07-01
25-49	s.r.o.	62742612	NISAFORM s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Výroba kovových výrobků, kromě strojů a zařízení	aktivní	ano	1995	Liberec	46311	Josef Nosek; Miroslav Nosek; Michal Mikeš	25720;25730	Liberec	1995-04-13
25-49	s.r.o.	61538451	"Centrum léčebné rehabilitace Liberec, s.r.o."	Pronájem a správa vlastních nebo pronajatých nemovitostí; Nespecializovaný maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Činnosti v oblasti sportu j. n.; Fotografické činnosti; Velkoobchod; Počítačové programování, poradenství a související činnosti; Ostatní činnosti související se zdravotní péčí; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Ostatní vzdělávání; Činnosti reklamních agentur; Překladatelské a tlumočnické činnosti	aktivní	ano	1994	Liberec	46001	Vojtěch Kotek	6820;471;772;93190;74200;46;620;8690;00;855;73110;74300	Liberec	1994-10-21
25-49	s.r.o.	61535435	L I K T O, s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů; Sběr nebezpečných odpadů; Elektroinstalační, instalatérské a ostatní stavebně instalační činnosti; Velkoobchod s motorovými vozidly, motocykly, jejich díly a příslušenstvím; Silniční nákladní doprava	aktivní	ano	1994	Liberec	46312	Klára Holomková	25720;38;38120;43290;46770;49410	Liberec	1994-08-22
25-49	s.r.o.	61327557	AMA, s.r.o.	Architektonické činnosti	aktivní	ano	1994	Liberec	46001	Kamil Fiala	71110	Liberec	1994-07-01
25-49	s.r.o.	61325953	GRANDEZZA HOTELS s.r.o.	Destilace, rektifikace a míchaní lihovin; Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Zprostředkování v oblasti nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Účetnické a auditorské činnosti; daňové poradenství; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti	aktivní	ano	1994	Liberec	46001	Michalis Dzikos	11010;431;461;46900;471;5510;56100;68310;68320;69200;77290;821	Liberec	1994-05-19
25-49	s.r.o.	60280581	INTERSERVIS LIBEREC s.r.o.	Elektrické instalace; Nespecializovaný velkoobchod; Maloobchod s počítačovým a komunikačním zařízením; Maloobchod s ostatním novým zbožím; Maloobchod s použitým zbožím; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Pronájem a leasing ostatních strojů, zařízení a hmotných statků; Opravy a údržba počítačů a komunikačních zařízení	aktivní	ano	1994	Liberec	46007	Josef Kotek; Zora Kotková	43210;46900;47410;4778;47790;772;773;95120	Liberec	1994-03-29
25-49	s.r.o.	60278714	Podještědská poliklinika s.r.o.	Nespecializovaný maloobchod; Všeobecná ambulantní zdravotní péče; Zubní péče; Ostatní činnosti související se zdravotní péčí	aktivní	ne	1994	Liberec	46007	Miloš Sabáček	471;86210;86230;8690	Liberec	1994-03-07
25-49	s.r.o.	49812645	STEINEL Technik s.r.o.	Výroba elektronických součástek a desek; Výroba ostatních elektrických zařízení; Elektrické instalace; Nespecializovaný velkoobchod	aktivní	ano	1993	Liberec	46001	Roman Kumpošt; Christian Jäger	261;27900;4321;46900	Liberec	1993-09-14
25-49	s.r.o.	49284380	GIGA, spol. s r.o.	Výroba kovových konstrukcí a jejich dílů; Výroba elektrických rozvodných a kontrolních zařízení; Výroba ostatních strojů a zařízení pro všeobecné účely; Výroba zdvihacích a manipulačních zařízení; Elektrické instalace; Technické zkoušky a analýzy; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	1993	Liberec	46006	Rudolf Fišer; Pavel Zachar	25110;27120;282;28220;43210;7120;772	Liberec	1993-06-08
25-49	s.r.o.	49101226	ELPROINVEST s.r.o.	Výroba elektrických zařízení; Výstavba inženýrských sítí pro elektřinu a telekomunikace; Elektrické instalace; Nespecializovaný maloobchod; Architektonické činnosti; Inženýrské činnosti a související technické poradenství; Ostatní vzdělávání j. n.	aktivní	ano	1993	Liberec	46007	Jiří Staněk; Jiří Absolon	27;42220;43210;471;71110;7112;8559	Liberec	1993-11-01
25-49	a.s.	49099361	BMTO GROUP a.s.	Výroba konstrukčních kovových výrobků; Nespecializovaný maloobchod; Administrativní a kancelářské činnosti; Nespecializovaný velkoobchod; Shromažďování, úprava a distribuce vody; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba ostatních strojů a zařízení pro všeobecné účely j. n.; Výstavba bytových a nebytových budov; Příprava staveniště; Sběr odpadů, kromě nebezpečných	aktivní	ano	1993	Liberec	46312	Jiří Bušek; Petr Kudrna	251;471;82110;46900;36000;00;28290;4120;43120;38110	Liberec	1993-11-11
25-49	s.r.o.	49098616	Dům kultury Liberec, společnost s ručením omezeným	Rozmnožování nahraných nosičů; Zprostředkování v oblasti velkoobchodu za provizi; Maloobchod s ostatním novým zbožím; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Zprostředkování v oblasti nemovitostí; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti; Překladatelské a tlumočnické činnosti; Ostatní vzdělávání; Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ano	1993	Liberec	46001	Pavel Škoda	18200;461;4778;56100;68310;731;74;74300;855;93290	Liberec	1993-09-15
25-49	s.r.o.	48291579	LENAM, s.r.o.	Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Ostatní odborné, vědecké a technické činnosti j. n.; Ostatní vzdělávání j. n.	aktivní	ano	1993	Liberec	46001	Radek Jelínek; Antonín Potěšil; Petr Šimák	7112;7120;7219;7490;8559	Liberec	1993-07-19
25-49	s.r.o.	48264237	ELIPROM spol. s r.o.	Elektrické instalace	aktivní	ano	1993	Liberec	46001	Pavel Zapadlo; Tomáš Světnička	43210	Liberec	1993-03-29
25-49	s.r.o.	47782498	SOVA Liberec, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba kovových výrobků, kromě strojů a zařízení; Instalace průmyslových strojů a zařízení; Výstavba bytových a nebytových budov; Výstavba inženýrských sítí; Elektrické instalace; Instalace rozvodů vody, odpadu, topení a klimatizace; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Účetnické a auditorské činnosti; daňové poradenství; Technické zkoušky a analýzy	aktivní	ano	1993	Liberec	46008	Michaela Specht Cvechová; Jaroslav Cvecho; Ondřej Škorpil	00;25720;33200;4120;422;43210;43220;45200;46900;471;69200;7120	Liberec	1993-01-01
25-49	s.r.o.	47781904	K M B  systems, s.r.o.	Výroba elektrických rozvodných a kontrolních zařízení; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Opravy a údržba počítačů a komunikačních zařízení	aktivní	ano	1992	Liberec	46007	Martin Kraus; Milan Bleha; Jan Kraus	27120;471;620;95110	Liberec	1992-12-15
25-49	s.r.o.	47781874	První podještědská stavební spol. s r.o.	Výstavba bytových a nebytových budov; Elektrické instalace; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Zprostředkování v oblasti nemovitostí	aktivní	ano	1992	Liberec	46007	Lucie Steklá	4120;43210;461;471;68310	Liberec	1992-12-15
25-49	s.r.o.	47781262	BIMONT s.r.o.	Instalace průmyslových strojů a zařízení; Výstavba bytových a nebytových budov; Nespecializovaný maloobchod; Architektonické činnosti; Inženýrské činnosti a související technické poradenství; Administrativní a kancelářské činnosti; Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Velkoobchod; Inženýrské činnosti a související technické poradenství	aktivní	ano	1993	Liberec	46008	Stanislav Bílek; Veronika Lukášová; Ondřej Bílek	33200;4120;471;71110;7112;82110;952;00;46;71122	Liberec	1993-01-11
25-49	s.r.o.	47309890	AUTO GREMOS, spol. s r.o.	Obchod s motorovými vozidly, kromě motocyklů; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Ostatní poskytování úvěrů j. n.; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a správa vlastních nebo pronajatých nemovitostí; Ostatní odborné, vědecké a technické činnosti j. n.	aktivní	ano	1992	Liberec	46001	Aleš Vavruška; Kosmos Iliadis	451;45200;461;46900;64929;68202;68204;74909	Liberec	1992-11-13
25-49	a.s.	47283106	LIGRANIT a.s.	Dobývání kamene, vápence, sádrovce, břidlice a jiného kamene, také pro výtvarné účely; Řezání, tvarování a konečná úprava kamenů; Silniční nákladní doprava; Příprava staveniště; Výroba kovových výrobků, kromě strojů a zařízení; Velkoobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	1992	Liberec	46006	Pavel Svoboda	08110;23700;49410;43120;257;46;00;47;77290	Liberec	1992-07-30
25-49	s.r.o.	47282711	oaza - net spol. s r.o.	Výroba měřicích, zkušebních a časoměrných přístrojů; Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost; Výroba strojů a zařízení j. n.; Velkoobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Opravy a údržba kovových výrobků, strojů a zařízení; Administrativní a kancelářské činnosti; Příprava staveniště; Elektrické instalace; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Pátrací a bezpečnostní činnosti; Úklidové činnosti; Výroba konstrukčních kovových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků	aktivní	ano	1992	Liberec	46006	Jaroslav Novotný; Pavel Šípek; Pavel Reindl	265;952;28;46;00;331;82110;43120;43210;471;620;7112;71209;80200;812;251;256	Liberec	1992-07-23
25-49	s.r.o.	46713301	PEMA VELKOOBCHOD s.r.o.	Výroba chemických látek a chemických výrobků; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování; Ubytování v hotelích a podobných ubytovacích zařízeních; Činnosti webových vyhledávacích portálů a ostatní informační činnosti; Zprostředkování v oblasti nemovitostí; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Administrativní a kancelářské činnosti	aktivní	ano	1992	Liberec	46001	Daniel Maděra	20;461;46900;471;52100;55109;63990;68310;731;7490;82110	Liberec	1992-07-03
25-49	s.r.o.	44565470	APPLIC s.r.o.	Výroba elektrických rozvodných a kontrolních zařízení; Výroba ostatních elektrických zařízení; Instalace průmyslových strojů a zařízení; Elektrické instalace; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd	aktivní	ano	1992	Liberec	46312	Jiří Placht; Vladimír Hampl	27120;27900;33200;43210;461;471;62020;702;711;7120;7219	Liberec	1992-03-24
25-49	s.r.o.	43224679	WARMNIS spol. s r.o.	Instalace průmyslových strojů a zařízení; Výstavba bytových a nebytových budov; Instalace rozvodů vody, odpadu, topení a klimatizace; Nespecializovaný maloobchod; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Výroba konstrukčních kovových výrobků; Úklidové činnosti; Opravy a údržba motorových vozidel, kromě motocyklů; Opravy a údržba kovových výrobků, strojů a zařízení; Výroba strojů a zařízení j. n.; Výzkum a vývoj v oblasti přírodních a technických věd; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba a distribuce klimatizovaného vzduchu; Distribuce elektřiny; Sběr odpadů, kromě nebezpečných; Příprava staveniště; Architektonické činnosti; Počítačové programování, poradenství a související činnosti; Administrativní a kancelářské činnosti; Technické zkoušky a analýzy; Výroba elektřiny z neobnovitelných zdrojů; Elektroinstalační, instalatérské a ostatní stavebně instalační činnosti; Výroba a distribuce páry; Přenos elektřiny; Výroba nožířských výrobků, nástrojů a železářských výrobků; Inženýrské činnosti a související technické poradenství	aktivní	ano	1991	Liberec	46001	Petr Boukal; Jan Sedláček	33200;4120;43220;471;16100;251;81290;45200;331;28;7219;00;35302;35140;38110;43120;71110;620;82110;71209;35110;432;35301;35130;256;7112	Liberec	1991-10-02
25-49	s.r.o.	41325176	ALIAZ - ocelové konstrukce, spol. s r.o.	Výroba kovových konstrukcí a jejich dílů; Výroba kovových výrobků, kromě strojů a zařízení; Výstavba bytových a nebytových budov; Nespecializovaný maloobchod	aktivní	ano	1991	Liberec	46008	Eva Pešková; Zdeněk Pešek	25110;25720;4120;471	Liberec	1991-06-27
25-49	a.s.	40232751	LIF, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Počítačové programování, poradenství a související činnosti; Pronájem a správa vlastních nebo pronajatých nemovitostí; Účetnické a auditorské činnosti; daňové poradenství; Pronájem a leasing osobních automobilů a lehkých motorových vozidel; Činnosti reklamních agentur; Úklidové činnosti	aktivní	ano	1991	Liberec	46005	Miroslav Kučera; Tomáš Kučera; Jana Grice Kučerová; Luboš Florian; Roman Havlík	00;46900;471;52;620;6820;69200;77110;73110;81290	Liberec	1991-12-23
25-49	s.r.o.	40231844	MAPH, s.r.o.	Výstavba bytových a nebytových budov; Truhlářské práce; Nespecializovaný maloobchod; Velkoobchod s motocykly a jejich díly a příslušenstvím	aktivní	ano	1991	Liberec	46010	Stojan Tonev; Ivajlo Tonev	4120;43320;471;46730	Liberec	1991-12-12
25-49	s.r.o.	28750063	LIPA VELKOOBCHOD PAPÍREM s.r.o.	Výroba papíru a výrobků z papíru; Ostatní zpracovatelský průmysl; Nespecializovaný maloobchod; Inženýrské činnosti a související technické poradenství; Pronájem a správa vlastních nebo pronajatých nemovitostí; Činnosti reklamních agentur; Počítačové programování, poradenství a související činnosti; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Skladování a podpůrné činnosti pro dopravu; Velkoobchod s motorovými vozidly, motocykly, jejich díly a příslušenstvím	aktivní	ano	2011	Liberec	46007	Daniel Maděra	17;32;471;7112;6820;73110;620;00;52;46761	Liberec	2011-11-28
25-49	s.r.o.	28739833	SKIN CARE Liberec, s.r.o.	Nespecializovaný velkoobchod; Maloobchod; Poradenství v oblasti podnikání a řízení podniků; Reklamní činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ostatní vzdělávání j. n.; Ambulantní a zubní zdravotní péče; Poskytování osobních služeb	aktivní	ano	2011	Liberec	46001	Zuzana Hrušová; Michal Hruša; Veronika Hrušová	46900;47;702;731;772;8559;862;96040	Liberec	2011-02-16
25-49	s.r.o.	28732049	Galaxy GRS s.r.o.	Výroba ostatních strojů pro speciální účely j. n.; Výroba letadel, kosmických lodí a souvisejících zařízení; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Poradenství v oblasti podnikání a řízení podniků	aktivní	ano	2010	Liberec	46007	Milan Bábovka; Martin Dorotka	28990;30300;461;46900;47;702	Liberec	2010-10-06
25-49	s.r.o.	28727258	UNIBUILDING s.r.o.	Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Kompletační a dokončovací stavební práce; Nespecializovaný velkoobchod; Maloobchod; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2010	Liberec	46007	Tomáš Uchytil	4120;431;433;46900;47;772	Liberec	2010-07-07
25-49	s.r.o.	28726014	DKL Tech s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba konstrukčních kovových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení; Výroba elektronických součástek a desek; Výroba elektrických zařízení; Výroba strojů a zařízení j. n.; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy	aktivní	ano	2010	Liberec	46006	Jiří Šolc; Pavel Žáček	00;251;256;25620;257;261;27;28;46900;471;68203;68204;7112;71209	Liberec	2010-06-09
25-49	s.r.o.	28725581	Oční klinika LIBEREC s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Specializovaná ambulantní zdravotní péče	aktivní	ano	2010	Liberec	46006	Pavel Stodůlka	00;46900;471;68320;772;86220	Liberec	2010-06-01
25-49	s.r.o.	28714962	SPL TOOLS s.r.o.	Výroba kovových konstrukcí a jejich dílů; Výroba ostatních strojů pro speciální účely; Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2009			Olga Urbanová	25110;289;38;461;46900;47;6820		2009-12-17
25-49	s.r.o.	27539423	Darkmay s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Příprava tisku a digitálních dat; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Poskytování počítačové infrastruktury, zpracování dat, hosting a ostatní informační činnosti; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Reklamní činnosti; Fotografické činnosti; Ostatní vzdělávání	aktivní	ano	2008	Liberec	46001	Miroslav Fidranský; Jan Polák	00;18130;46900;471;62010;63;7112;71209;731;74200;855	Liberec	2008-05-09
25-49	s.r.o.	27371166	TRESEBURG s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba pryžových a plastových výrobků; Výroba skla a skleněných výrobků; Nespecializovaný maloobchod	aktivní	ano	2005	Liberec	46001	Keith David Hall; Morgan Lorraine Smith	00;22;231;471	Liberec	2005-08-15
25-49	s.r.o.	27351301	ČÍMA odpady s.r.o.	Podpůrné činnosti pro zemědělství a posklizňové činnosti; Sběr odpadů, kromě nebezpečných; Silniční nákladní doprava; Pronájem a správa vlastních nebo pronajatých nemovitostí; Účetnické a auditorské činnosti; daňové poradenství; Velkoobchod; Příprava staveniště; Nespecializovaný maloobchod; Poskytování osobních služeb; Úklidové činnosti; Opravy a údržba motorových vozidel, kromě motocyklů; Poskytování ubytování; Sběr nebezpečných odpadů; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2008	Liberec	46001	Michal Hochman; Martin Hochman	016;38110;49410;6820;69200;46;43120;471;96090;812;45200;55;38120;772	Liberec	2008-03-04
