velikost_zamestnancu	pravni_forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
5000-9999	a.s.	27283933	Krajská nemocnice Liberec, a.s.	Destilace, rektifikace a míchaní lihovin; Výroba ostatních výrobků stavebního truhlářství a tesařství; Instalace rozvodů vody, odpadu, topení a klimatizace; Ostatní specializované stavební činnosti j. n.; Nespecializovaný maloobchod; Maloobchod s farmaceutickými výrobky; Maloobchod s ostatním novým zbožím; Silniční nákladní doprava; Skladování; Podpůrné činnosti pro dopravu; Ostatní ubytování; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Počítačové programování, poradenství a související činnosti; Poskytování počítačové infrastruktury, zpracování dat, hosting a ostatní informační činnosti; Zprostředkování v oblasti nemovitostí; Účetnické a auditorské činnosti; daňové poradenství; Výzkum a vývoj v oblasti přírodních a technických věd; Reklamní činnosti; Zastupování médií při prodeji reklamního času a prostoru; Překladatelské a tlumočnické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ostatní vzdělávání; Lůžková zdravotní péče; Činnosti knihoven, archivů, muzeí a jiných kulturních zařízení; Opravy a údržba počítačů a komunikačních zařízení; Poskytování osobních služeb	aktivní	ano	2006	Liberec	46001	Richard Lukáš; Marie Fryaufová; Hana Jelínková; Jan Rais; Zdeněk Krejzar; Tomáš Roubíček; Dana Šperlíková; Vladimír Nedvěd; Petr Urban	11010;16230;43220;4399;471;47730;4778;49410;52100;52290;5590;56100;620;63;68310;69200;721;731;73120;74300;772;855;86100;91010;95110;96040	Liberec	2006-02-07
1500-1999	s.r.o.	26195348	Magna Exteriors (Bohemia) s.r.o.	Výroba pryžových výrobků; Výroba plastových výrobků; Výroba kovových výrobků, kromě strojů a zařízení; Výroba ostatních strojů pro speciální účely j. n.; Instalace průmyslových strojů a zařízení; Zprostředkování v oblasti velkoobchodu za provizi; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2000	Liberec	46006	Pavel Cvejn; Miroslav Frontz	22190;222;25730;28990;33200;461;6820	Liberec	2000-08-21
1500-1999	s.r.o.	25432338	DENSO MANUFACTURING CZECH s.r.o.	Výroba pryžových a plastových výrobků; Výroba ostatních elektrických zařízení; Výroba klimatizačních zařízení jiných než pro domácnost; Zprostředkování v oblasti velkoobchodu za provizi	aktivní	ano	2001	Liberec	46312	Hiroki Matsumoto; Akihiko Kakiuchi	22;27900;28250;461	Liberec	2001-07-12
500-999	a.s.	47311975	Dopravní podnik měst Liberce a Jablonce nad Nisou, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výstavba bytových a nebytových budov; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný maloobchod; Maloobchod s pohonnými hmotami; Pozemní a potrubní doprava; Pravidelná silniční osobní doprava; Silniční nákladní doprava; Ubytování v hotelích a podobných ubytovacích zařízeních; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a leasing osobních automobilů a lehkých motorových vozidel; Činnosti autoškol; Činnosti reklamních agentur	aktivní	ano	1993	Liberec	46007	Martin Hettner; Michal Zděnek; Václav Sosna	00;4120;45200;471;47300;49;49310;49410;55109;6820;77110;8553;73110	Liberec	1993-04-01
500-999	s.r.o.	25458051	Magna Exteriors (Nymburk) s.r.o.	Výroba pryžových a plastových výrobků; Výroba ostatních strojů a zařízení pro všeobecné účely j. n.; Výroba ostatních strojů pro speciální účely; Výroba ostatních dílů a příslušenství pro motorová vozidla; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím; Poradenství v oblasti podnikání a řízení podniků; Výzkum a vývoj v oblasti přírodních a technických věd; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2002	Liberec	46006	Miroslav Frontz; Pavel Cvejn	22;28290;289;29320;461;46900;4778;702;7219;772	Liberec	2002-12-04
500-999	s.r.o.	04171012	UCT Fluid Delivery Solutions s.r.o.	Výroba pryžových a plastových výrobků; Výroba zámků a kování; Výroba ostatních strojů pro speciální účely j. n.; Nespecializovaný maloobchod; Velkoobchod; Výzkum a vývoj v oblasti přírodních a technických věd	aktivní	ano	2015	Liberec	46312	Sheri Lynn Savage; Brian Earl Harding; Miroslav Hašek; Martin Pavlata	22;25620;28990;471;46;7219	Liberec	2015-06-16
500-999	s.r.o.	03865436	Webasto Roof & Components Czech Republic s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba zámků a kování; Výroba ostatních dílů a příslušenství pro motorová vozidla; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Technické zkoušky a analýzy; Specializované návrhářské činnosti; Úklidové činnosti	aktivní	ano	2015	Liberec	46008	Rainer Wisuschil; Jesus Virgilio Aleman Valerio; Petr Stehlík; Jakub Khun	00;25620;29320;46900;471;52;71209;74100;812	Liberec	2015-03-06
250-499	s.r.o.	48292516	SYNER, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Opravy, údržba a instalace strojů a zařízení; Instalace průmyslových strojů a zařízení; Výstavba bytových a nebytových budov; Příprava staveniště; Elektroinstalační, instalatérské a ostatní stavebně instalační činnosti; Zednické práce; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Silniční nákladní doprava; Pronájem a správa vlastních nebo pronajatých nemovitostí; Architektonické činnosti; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Ostatní odborné, vědecké a technické činnosti j. n.; Ostatní odborné, vědecké a technické činnosti j. n.; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti; Administrativní a kancelářské činnosti	aktivní	ano	1993	Liberec	46001	Robert Špott; Dalibor Kobrle; Luboš Váňa	00;016;33;33200;4120;43120;432;43910;46900;471;49410;6820;71110;71122;71209;74901;74902;772;812;82110	Liberec	1993-06-25
250-499	s.r.o.	48267201	JIZERSKÉ PEKÁRNY spol. s r.o.	Výroba pekařských a cukrářských výrobků, kromě trvanlivých; Destilace, rektifikace a míchaní lihovin; Nespecializovaný maloobchod; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Výroba potravinářských výrobků; Nespecializovaný velkoobchod; Účetnické a auditorské činnosti; daňové poradenství; Pronájem a správa vlastních nebo pronajatých nemovitostí; Poskytování ubytování; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ano	1993	Liberec	46001	František Kuberka; Roman Kozák	10710;11010;471;56100;772;10;46900;69200;6820;55;00	Liberec	1993-03-01
250-499	a.s.	46708375	FläktGroup Czech Republic a.s.	Elektrické instalace; Účetnické a auditorské činnosti; daňové poradenství; Výzkum a vývoj v oblasti přírodních a technických věd; Výroba elektrických zařízení; Výroba klimatizačních zařízení jiných než pro domácnost; Instalace průmyslových strojů a zařízení; Elektroinstalační, instalatérské a ostatní stavebně instalační činnosti	aktivní	ano	1992	Liberec	46312	Jiří Nerad; Radoslav Hudák	43210;69200;7219;27;28250;33200;432	Liberec	1992-05-01
250-499	a.s.	27096670	EUROVIA Kamenolomy, a.s.	Výroba chemických látek a chemických výrobků; Sběr odpadů, kromě nebezpečných; Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Silniční nákladní doprava; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a správa vlastních nebo pronajatých nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Účetnické a auditorské činnosti; daňové poradenství; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Činnosti v oblasti zábavy a rekreace j. n.; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Provoz pískoven a štěrkopískoven a těžba jílů a kaolinu	aktivní	ne	2003	Liberec	46001	Petr Polák; Paul Scippa; Martin Pekáček; Michael Junge	20;38110;4120;431;43120;46900;471;47789;49410;68203;68204;68320;69200;772;93290;00;08120	Liberec	2003-10-29
250-499	s.r.o.	27074081	Laird s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba komunikačních zařízení; Výroba strojů a zařízení j. n.; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Administrativní a kancelářské činnosti	aktivní	ano	2003	Liberec	46312	Soňa Krausová; Ondřej Šedivý; Radek Čermák	00;26300;28;46900;471;6820;82110	Liberec	2003-07-23
250-499	s.r.o.	26187329	DGS Druckguss Systeme s.r.o.	Odlévání lehkých kovů; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2000	Liberec	46010	Josef Vokoun; Vladimíra Štaflová	24530;6820	Liberec	2000-07-10
250-499	a.s.	25045504	ČSAD Liberec, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Opravy, údržba a instalace strojů a zařízení; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Činnosti související s pozemní dopravou; Podpůrné činnosti pro dopravu; Ostatní poštovní a kurýrní činnosti; Počítačové programování, poradenství a související činnosti; Činnosti webových vyhledávacích portálů; Pronájem a správa vlastních nebo pronajatých nemovitostí; Účetnické a auditorské činnosti; daňové poradenství; Poradenství v oblasti podnikání a řízení podniků; Činnosti reklamních agentur; Činnosti cestovních agentur; Úklidové činnosti; Administrativní a kancelářské činnosti	aktivní	ano	1999	Liberec	46006	Zbyněk Miklík; Michal Třešňák; Martin Bobek	00;33;45200;46900;471;49391;49410;52210;52290;53200;620;63910;6820;69200;702;73110;79110;812;82110	Liberec	1999-01-01
250-499	a.s.	25022962	CENTRUM BABYLON, a.s.	Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Ostatní pomocné činnosti k finančním činnostem, kromě pojišťování a penzijního financování; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Účetnické a auditorské činnosti; daňové poradenství; Poradenství v oblasti podnikání a řízení podniků; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Činnosti cestovních agentur; Činnosti heren, kasin a sázkových kanceláří; Provozování sportovních zařízení; Činnosti zábavních parků; Poskytování osobních služeb; Poskytování osobních služeb	aktivní	ano	1997	Liberec	46007	Jakub Vajner; Miloš Vajner; Daniel Vajner; Matěj Vajner	47190;55101;56100;66190;68320;69200;702;772;79110;92000;93110;93210;96020;96040	Liberec	1997-07-14
250-499	s.r.o.	22794638	Meki s.r.o.	Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2012	Liberec	46008	Radek Janalík	46900;471;56100;6820	Liberec	2012-06-01
250-499	s.r.o.	08726655	ProJobEU s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poskytování ubytování; Činnosti reklamních agentur; Překladatelské a tlumočnické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Činnosti agentur zprostředkujících zaměstnání	aktivní	ano	2019	Liberec	46007	Marek Cimbál; Milan Paľurik; Igor Hvišč; Jakub Votoček	00;46900;471;55;73110;74300;772;78100	Liberec	2019-11-27
250-499	s.r.o.	03584127	Knorr-Bremse Services Europe s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Počítačové programování, poradenství a související činnosti; Účetnické a auditorské činnosti; daňové poradenství; Administrativní a kancelářské činnosti	aktivní	ano	2014	Liberec	46001	Jan Franc; Martin Nožička; Giulio Giuseppe Medda; Razvan-Corin Cazan	461;620;69200;82110	Liberec	2014-11-21
200-249	s.r.o.	48266230	Valbek, spol. s r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Tisk a rozmnožování nahraných nosičů; Elektrické instalace; Nespecializovaný velkoobchod; Maloobchod; Počítačové programování, poradenství a související činnosti; Poradenství v oblasti podnikání a řízení podniků; Inženýrské činnosti a související technické poradenství; Inženýrské činnosti a související technické poradenství; Inženýrské činnosti a související technické poradenství; Výzkum a vývoj v oblasti přírodních a technických věd; Překladatelské a tlumočnické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	1993	Liberec	46007	Ladislav Šimek; Miroslav Hanžl	00;18;43210;46900;47;620;702;71121;71122;71129;7219;74300;772	Liberec	1993-03-26
200-249	a.s.	46709002	VÚTS, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba bytového textilu a konfekčních bytových textilií; Výroba ostatních strojů pro speciální účely j. n.; Počítačové programování, poradenství a související činnosti; Výzkum a vývoj v oblasti přírodních a technických věd; Překladatelské a tlumočnické činnosti	aktivní	ano	1992	Liberec	46001	Petr Žižka; Jiří Václavík; Miroslav Václavík; Andrea Václavíková	00;13920;28990;620;7219;74300	Liberec	1992-05-07
200-249	s.r.o.	44568118	SFM Liberec s.r.o.	Kování a tváření kovů a prášková metalurgie; Výroba elektřiny z neobnovitelných zdrojů; Výroba elektřiny z obnovitelných zdrojů; Dodávání páry a klimatizovaného vzduchu; Výroba a distribuce páry; Nespecializovaný maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Ubytování v hotelích a podobných ubytovacích zařízeních; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a správa vlastních nebo pronajatých nemovitostí; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství; Reklamní činnosti; Provozování sportovních zařízení	aktivní	ano	1992	Liberec	46007	Lukáš Přinda; Dalibor Kobrle	25400;35110;35120;3530;35301;471;5510;55109;56100;6820;702;711;731;93110	Liberec	1992-04-06
200-249	s.r.o.	28750098	Entry Engineering s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba konstrukčních kovových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba měřicích, zkušebních a časoměrných přístrojů; Výroba strojů a zařízení j. n.; Výroba motorových vozidel; Počítačové programování, poradenství a související činnosti; Účetnické a auditorské činnosti; daňové poradenství; Inženýrské činnosti a související technické poradenství; Výzkum a vývoj v oblasti přírodních a technických věd; Opravy a údržba kovových výrobků, strojů a zařízení; Instalace průmyslových strojů a zařízení; Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost; Technické zkoušky a analýzy; Činnosti reklamních agentur	aktivní	ano	2011	Liberec	46007	Petra Pospíšilová; Jaroslav Zigo; Štefan Rosina; Pavel Paickr	00;251;256;265;28;29100;620;69200;7112;72192;331;33200;952;71209;73110	Liberec	2011-11-23
200-249	s.r.o.	28722914	Jiří Bláha s.r.o.	Výroba pekařských, cukrářských a jiných moučných výrobků; Destilace, rektifikace a míchaní lihovin; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poskytování stravování v restauracích, u stánků a mobilních zařízení	aktivní	ano	2010	Liberec	46010	Jiří Bláha; David Bláha; Ilona Bláhová	107;11010;46900;471;56100	Liberec	2010-04-29
200-249	a.s.	28570481	Sanovia, a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Destilace, rektifikace a míchaní lihovin; Maloobchod s farmaceutickými výrobky; Činnosti reklamních agentur; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Všeobecná ambulantní zdravotní péče; Velkoobchod a maloobchod; Vydavatelské činnosti, vysílání a tvorba obsahu a distribuční činnosti	aktivní	ano	2008	Ostrava	71600	Jolana Chrascinová; Libor Koziorek	00;11010;4773;73110;77290;86210;G;J	Ostrava-město	2008-12-19
200-249	a.s.	06080413	TMR Ještěd a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Smíšené hospodaření; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Pěstování lesa a jiné činnosti v oblasti lesnictví; Podpůrné činnosti pro lesnictví; Destilace, rektifikace a míchaní lihovin; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Příprava staveniště; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Poskytování ubytování; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Činnosti webových vyhledávacích portálů; Účetnické a auditorské činnosti; daňové poradenství; Inženýrské činnosti a související technické poradenství; Specializované návrhářské činnosti; Fotografické činnosti; Administrativní a kancelářské činnosti; Ostatní vzdělávání; Umělecká tvorba a činnosti v oblasti scénických umění; Provozování sportovních zařízení; Poskytování osobních služeb; Ostatní pozemní osobní doprava j. n.; Činnosti reklamních agentur; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti	aktivní	ano	2017	Liberec	46005	Igor Rattaj; Zuzana Ištvánfiová; René Hroneš; Max Gottfried; Adam Lenert	00;01500;016;02100;02400;11010;16100;43120;45200;46900;471;4939;55;56100;63910;69200;7112;74100;74200;82110;855;90020;93110;96090;49392;73110;77290;81290	Liberec	2017-05-05
200-249	s.r.o.	03759253	AZfacility s.r.o.	Výroba kovových výrobků, kromě strojů a zařízení; Výroba elektrických zařízení; Opravy, údržba a instalace strojů a zařízení; Výstavba bytových a nebytových budov; Elektroinstalační, instalatérské a ostatní stavebně instalační činnosti; Elektrické instalace; Instalace rozvodů vody, odpadu, topení a klimatizace; Sklenářské, malířské a natěračské práce; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pátrací a bezpečnostní činnosti	aktivní	ano	2015	Liberec	46312	Martin Smolař	257;27;33;4120;432;43210;43220;43342;46900;471;80100	Liberec	2015-01-30
100-199	s.r.o.	62245830	AUTO KOUTEK s.r.o.	Lesnictví a těžba dřeva; Destilace, rektifikace a míchaní lihovin; Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Maloobchod s použitým zbožím; Poskytování ubytování; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Ostatní poskytování úvěrů j. n.; Pronájem a správa vlastních nebo pronajatých nemovitostí; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona	aktivní	ano	1995	Liberec	46311	Arnošt Koutek; Romana Koutková	02;11010;45200;46900;471;47789;47790;55;56100;64929;6820;00	Liberec	1995-02-02
100-199	s.r.o.	61539821	LITRA, s.r.o.	Opravy a údržba motorových vozidel, kromě motocyklů; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Podpůrné činnosti pro dopravu; Pronájem a leasing osobních automobilů a lehkých motorových vozidel	aktivní	ano	1994	Liberec	46001	Serge Agneray; Stéphane Marie Joseph Gauduchon; Thomas Bruno Latil	45200;471;49393;49410;52290;77110	Liberec	1994-11-09
100-199	s.r.o.	44569017	Bodycote HT s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba nožířských výrobků, nástrojů a železářských výrobků; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Administrativní a kancelářské činnosti	aktivní	ano	1992	Liberec	46311	Pavel Ryvola; Lee Borsberry; Petr Jelínek; Ahmet Baris Telseren; Alexander Kitson Johnson	00;256;46900;471;71209;721;82110	Liberec	1992-05-18
100-199	s.r.o.	28718101	AZservices CZ s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Zprostředkování v oblasti nemovitostí; Ostatní odborné, vědecké a technické činnosti; Pátrací a bezpečnostní činnosti	aktivní	ano	2010	Liberec	46312	Martin Smolař	461;46900;47;68310;74;80	Liberec	2010-02-15
100-199	s.r.o.	28711319	EUC Klinika Liberec s.r.o.	Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Specializovaná ambulantní zdravotní péče; Činnosti v oblasti sportu j. n.; Velkoobchod	aktivní	ne	2009	Liberec	46005	Jan Schiesser; Jan Blaško	471;6820;86220;93190;46	Liberec	2009-10-22
100-199	s.r.o.	28356527	Profi Jobmaster Agency s.r.o.	Sběr odpadů, zpracování odpadů k dalšímu využití a odstraňování odpadů; Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Kompletační a dokončovací stavební práce; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Ubytování v hotelích a podobných ubytovacích zařízeních; Zprostředkování v oblasti nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Architektonické a inženýrské činnosti a související technické poradenství; Činnosti agentur zprostředkujících zaměstnání	aktivní	ano	2009	Liberec	46007	Roman Benca	38;4120;431;433;461;46900;47;49393;49410;55109;68310;68320;711;781	Liberec	2009-08-20
100-199	s.r.o.	27922901	Sodecia Automotive Liberec s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí; Poskytování ubytování; Výroba pryžových a plastových výrobků; Výroba strojů a zařízení j. n.; Výroba ostatních dílů a příslušenství pro motorová vozidla	aktivní	ano	2007	Liberec	46006	Miroslav Mesároš; Abílio Jorge Ferreira Nunes; Jiří Haša	6820;55;22;28;29320	Liberec	2007-07-11
100-199	s.r.o.	27881369	TEMPERATIOR s.r.o.	Sběr odpadů, kromě nebezpečných; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba krmiv; Výroba rafinovaných ropných produktů a produktů z fosilních paliv; Výroba aditiv do pohonných hmot na bázi ethyltercbutyléteru (ETBE) a methyltercbutyléteru (MTBE); Skladování a podpůrné činnosti pro dopravu	aktivní	ano	2007	Liberec	46006	Lukáš Marek; Pavel Pecha	38110;46900;471;71209;7219;00;109;19200;20591;52	Liberec	2007-03-30
100-199	s.r.o.	27393526	TRUMPF Liberec, spol. s r.o	Výroba konstrukčních kovových výrobků; Výroba zámků a kování; Výroba kovových výrobků, kromě strojů a zařízení; Výroba kovových výrobků, kromě strojů a zařízení; Výroba ostatních strojů a zařízení pro všeobecné účely; Výroba ostatních strojů a zařízení pro všeobecné účely j. n.; Architektonické a inženýrské činnosti a související technické poradenství	aktivní	ano	2005	Liberec	46312	Radek Týbl	251;25620;25720;25730;282;28290;711	Liberec	2005-11-02
100-199	s.r.o.	27348351	Prettl Automotive Czech s.r.o.	Výroba elektrických motorů, generátorů a transformátorů; Opravy a údržba kovových výrobků, strojů a zařízení; Výroba pryžových a plastových výrobků; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Technické zkoušky a analýzy; Nespecializovaný maloobchod	aktivní	ano	2008	Liberec	46006	Felix Hannes Hege; Matěj Bartecký; Beyti Baran	27110;331;22;00;46900;71209;471	Liberec	2008-02-11
100-199	a.s.	27340341	Sigmaplast a.s.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba chemických látek a chemických výrobků; Výroba plastových výrobků; Výroba konstrukčních kovových výrobků; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba motorových vozidel; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Pronájem a správa vlastních nebo pronajatých nemovitostí; Pronájem a správa vlastních nebo pronajatých nemovitostí; Technické zkoušky a analýzy; Výzkum a vývoj v oblasti přírodních a technických věd; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti	aktivní	ano	2007	Liberec	46312	Tomáš Vojta; Denis Hubal	00;20;22290;251;256;29100;46900;471;52;68201;68202;71209;7219;772;82110	Liberec	2007-11-26
100-199	s.r.o.	27311511	AZclean s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Pronájem a správa vlastních nebo pronajatých nemovitostí; Ostatní odborné, vědecké a technické činnosti; Pátrací a bezpečnostní činnosti	aktivní	ano	2006	Liberec	46312	Martin Smolař	461;46900;471;4778;6820;74;80	Liberec	2006-12-27
100-199	s.r.o.	27302849	Faerch Liberec s.r.o.	Výroba pryžových výrobků; Výroba plastových obalů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2006	Liberec	46312	Kilian Erwin Uwe Braunsdorf	221;22220;46900;471	Liberec	2006-09-04
100-199	s.r.o.	27268519	PRAKTIK system s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Sběr nebezpečných odpadů; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Výzkum a vývoj v oblasti přírodních a technických věd	aktivní	ano	2005	Liberec	46001	Viktor Veselý; Lada Martinková; Petr Linhart	00;38120;46900;471;49399;49410;7219	Liberec	2005-04-15
100-199	s.r.o.	26979012	Busch Výroba CZ s.r.o.	Výroba ostatních strojů a zařízení pro všeobecné účely	aktivní	ano	2005	Liberec	46001	Sami Busch; Michael Dostálek	282	Liberec	2005-08-17
100-199	s.r.o.	26726858	KAN s.r.o.	Nespecializovaný velkoobchod; Maloobchod s oděvy	aktivní	ano	2002	Liberec	46001	Paweł Kapłon	46900;47710	Liberec	2002-09-23
100-199	s.r.o.	26500370	LIPLASTEC s.r.o.	Výroba pryžových výrobků; Výroba plastových výrobků; Nespecializovaný velkoobchod	aktivní	ano	2002	Liberec	46312	Yoichi Ikehara	221;22290;46900	Liberec	2002-01-01
100-199	s.r.o.	25489917	TRAFICON TOBACCO RETAIL s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Destilace, rektifikace a míchaní lihovin; Velkoobchod s motorovými vozidly, motocykly, jejich díly a příslušenstvím; Maloobchod s tabákovými výrobky; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti; Ostatní pomocné činnosti k finančním činnostem, kromě pojišťování a penzijního financování; Pronájem a správa vlastních nebo pronajatých nemovitostí; Činnosti reklamních agentur	aktivní	ano	2004	Liberec	46006	Jaroslav Smrčka; Jiří Puršl; Pavel Bednář	00;11010;46750;47260;56100;77290;82110;66190;6820;73110	Liberec	2004-05-26
100-199	s.r.o.	25455966	PLAKÁT SERVIS, s.r.o.	Demolice a příprava staveniště; Ostatní specializované stavební činnosti j. n.; Maloobchod; Reklamní činnosti	aktivní	ano	2002	Liberec	46014	Jaroslav Rengl	431;4399;47;731	Liberec	2002-11-11
100-199	s.r.o.	25426583	Benteler Maschinenbau CZ s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba kovových výrobků, kromě strojů a zařízení; Výroba strojů a zařízení pro všeobecné účely; Velkoobchod s počítačovými a komunikačními zařízeními; Maloobchod; Zprostředkování v oblasti nemovitostí; Architektonické a inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy	aktivní	ano	2001	Liberec	46006	Radovan Kout; Henning Vollrath Von Watzdorf; Holger Theiss	00;25720;281;465;47;68310;711;7120	Liberec	2001-01-31
